what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1351571456689
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1351571456689
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1351571456689
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1351571456689
started,bundle,com.google.appengine.eclipse.core,3.1.0.v201208080120-rel-r37,"com.google.appengine.eclipse.core",1351571456689
started,bundle,com.google.gdt.eclipse.appengine.rpc,3.1.0.v201208080120-rel-r37,"com.google.gdt.eclipse.appengine.rpc",1351571456689
started,bundle,com.google.gdt.eclipse.core,3.1.0.v201208080120-rel-r37,"com.google.gdt.eclipse.core",1351571456689
started,bundle,com.google.gdt.eclipse.login,3.1.0.v201208080120-rel-r37,"com.google.gdt.eclipse.login",1351571456689
started,bundle,com.google.gdt.eclipse.managedapis,3.1.0.v201208080120-rel-r37,"com.google.gdt.eclipse.managedapis",1351571456689
started,bundle,com.google.gdt.eclipse.maven,3.1.0.v201208080120-rel-r37,"com.google.gdt.eclipse.maven",1351571456689
started,bundle,com.google.gdt.eclipse.platform.e37,3.1.0.v201208080120-rel-r37,"com.google.gdt.eclipse.platform.e37",1351571456689
started,bundle,com.google.gdt.eclipse.suite,3.1.0.v201208080120-rel-r37,"com.google.gdt.eclipse.suite",1351571456689
started,bundle,com.google.gdt.eclipse.suite.ext,3.1.0.v201208080120-rel-r37,"com.google.gdt.eclipse.suite.ext",1351571456689
started,bundle,com.google.gwt.eclipse.core,3.1.0.v201208080120-rel-r37,"com.google.gwt.eclipse.core",1351571456689
started,bundle,org.eclipse.mylyn.bugzilla.core,3.8.2.v20120916-1200,"org.eclipse.mylyn.bugzilla.core",1351571456689
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.bugzilla.ui",1351571456689
started,bundle,org.eclipse.mylyn.commons.core,3.8.2.v20120916-1200,"org.eclipse.mylyn.commons.core",1351571456689
started,bundle,org.eclipse.mylyn.commons.net,3.8.2.v20120916-1200,"org.eclipse.mylyn.commons.net",1351571456689
started,bundle,org.eclipse.mylyn.commons.notifications.core,1.0.2.v20120916-1200,"org.eclipse.mylyn.commons.notifications.core",1351571456689
started,bundle,org.eclipse.mylyn.commons.notifications.feed,1.0.2.v20120916-1200,"org.eclipse.mylyn.commons.notifications.feed",1351571456689
started,bundle,org.eclipse.mylyn.commons.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.commons.ui",1351571456689
started,bundle,org.eclipse.mylyn.commons.workbench,3.8.2.v20120916-1200,"org.eclipse.mylyn.commons.workbench",1351571456689
started,bundle,org.eclipse.mylyn.context.core,3.8.2.v20120916-1200,"org.eclipse.mylyn.context.core",1351571456689
started,bundle,org.eclipse.mylyn.context.tasks.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.context.tasks.ui",1351571456689
started,bundle,org.eclipse.mylyn.monitor.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.monitor.ui",1351571456689
started,bundle,org.eclipse.mylyn.tasks.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.tasks.ui",1351571456689
os,sysinfo,,,"macosx",1351571456695
arch,sysinfo,,,"x86_64",1351571456695
ws,sysinfo,,,"cocoa",1351571456695
locale,sysinfo,,,"ko_KR",1351571456695
processors,sysinfo,,,"4",1351571456695
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1351571456695
java.runtime.version,sysinfo,,,"1.6.0_37-b06-434-11M3909",1351571456695
java.specification.name,sysinfo,,,"Java Platform API Specification",1351571456695
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1351571456695
java.specification.version,sysinfo,,,"1.6",1351571456695
java.vendor,sysinfo,,,"Apple Inc.",1351571456695
java.version,sysinfo,,,"1.6.0_37",1351571456695
java.vm.info,sysinfo,,,"mixed mode",1351571456695
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1351571456695
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1351571456695
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1351571456695
java.vm.specification.version,sysinfo,,,"1.0",1351571456695
java.vm.vendor,sysinfo,,,"Apple Inc.",1351571456695
java.vm.version,sysinfo,,,"20.12-b01-434",1351571456695
started,bundle,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.adt",1351571456832
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1351571456854
started,bundle,com.google.gdt.eclipse.mobile.android,3.1.0.v201208080120-rel-r37,"com.google.gdt.eclipse.mobile.android",1351571456865
started,bundle,org.eclipse.mylyn.team.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.team.ui",1351571456895
started,bundle,de.odysseus.stan.eclipse,2.1.0.v20120917,"de.odysseus.stan.eclipse",1351571457078
started,bundle,de.odysseus.stan.eclipse.perspective,2.1.0.v20120917,"de.odysseus.stan.eclipse.perspective",1351571457078
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1351571457102
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1351571457113
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1351571457114
