what,kind,bundleId,bundleVersion,description,time
started,bundle,de.odysseus.stan.eclipse.jdt,2.1.0.v20120917,"de.odysseus.stan.eclipse.jdt",1351872070335
executed,command,de.odysseus.stan.eclipse.jdt,2.1.0.v20120917,"de.odysseus.stan.eclipse.jdt.launch.shortcut.run",1351872070389
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351872070656
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351872072179
started,bundle,de.odysseus.stan.eclipse.digraph,2.1.0.v20120917,"de.odysseus.stan.eclipse.digraph",1351872072663
started,bundle,de.odysseus.stan.eclipse.dean,2.1.0.v20120917,"de.odysseus.stan.eclipse.dean",1351872072664
started,bundle,org.eclipse.gef,3.7.2.v20111106-2020,"org.eclipse.gef",1351872072667
started,bundle,org.eclipse.draw2d,3.7.2.v20111017-2020,"org.eclipse.draw2d",1351872072689
started,bundle,de.odysseus.stan.eclipse.graphics,2.1.0.v20120917,"de.odysseus.stan.eclipse.graphics",1351872072748
opened,view,de.odysseus.stan.eclipse.dean,2.1.0.v20120917,"de.odysseus.stan.eclipse.views.composition",1351872072970
started,bundle,de.odysseus.stan.eclipse.explorer,2.1.0.v20120917,"de.odysseus.stan.eclipse.explorer",1351872073003
opened,view,de.odysseus.stan.eclipse.explorer,2.1.0.v20120917,"de.odysseus.stan.eclipse.views.explorer",1351872073045
started,bundle,de.odysseus.stan.eclipse.violations,2.1.0.v20120917,"de.odysseus.stan.eclipse.violations",1351872073093
opened,view,de.odysseus.stan.eclipse.violations,2.1.0.v20120917,"de.odysseus.stan.eclipse.views.violations.ranking",1351872073173
started,bundle,de.odysseus.stan.eclipse.metrics,2.1.0.v20120917,"de.odysseus.stan.eclipse.metrics",1351872073194
opened,view,de.odysseus.stan.eclipse.metrics,2.1.0.v20120917,"de.odysseus.stan.eclipse.views.metrics",1351872073302
opened,view,de.odysseus.stan.eclipse.base,2.1.0.v20120917,"de.odysseus.stan.eclipse.views.overview",1351872073340
activated,perspective,de.odysseus.stan.eclipse.jdt,2.1.0.v20120917,"de.odysseus.stan.eclipse.perspective",1351872073503
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351872073892
activated,view,de.odysseus.stan.eclipse.explorer,2.1.0.v20120917,"de.odysseus.stan.eclipse.views.explorer",1351872074097
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351872077533
activated,view,de.odysseus.stan.eclipse.dean,2.1.0.v20120917,"de.odysseus.stan.eclipse.views.composition",1351872078592
started,bundle,de.odysseus.stan.eclipse.jfreechart,2.1.0.v20120917,"de.odysseus.stan.eclipse.jfreechart",1351872104394
opened,view,de.odysseus.stan.eclipse.violations,2.1.0.v20120917,"de.odysseus.stan.eclipse.views.violations.contribution",1351872104862
activated,view,de.odysseus.stan.eclipse.violations,2.1.0.v20120917,"de.odysseus.stan.eclipse.views.violations.contribution",1351872104887
opened,view,de.odysseus.stan.eclipse.distance,,"de.odysseus.stan.eclipse.views.distance",1351872111367
activated,view,de.odysseus.stan.eclipse.distance,,"de.odysseus.stan.eclipse.views.distance",1351872111382
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351872122806
