what,kind,bundleId,bundleVersion,description,time
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351869875898
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351869875916
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351869875942
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351869888562
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351869901086
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351869903326
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351869903388
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351869908031
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351869908526
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1351869911265
opened,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1351869911651
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1351869911757
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351869912538
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351869913099
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1351869918553
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351869918913
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351869926744
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351869928685
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351869932376
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351869933490
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351869933995
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1351869934736
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351869935866
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351869935977
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1351869939548
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351869940403
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351869940489
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1351869941281
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351869949949
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351869950047
