what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351458168007
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1351458182716
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351458187382
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1351458188419
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351458188757
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351458191481
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1351458201638
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351458201784
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351458209547
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351458352332
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351458354245
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1351458360750
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351458364245
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351458381717
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351458382009
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351458382151
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351458384289
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351458389154
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1351458391644
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351458393556
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1351458395765
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351458399473
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351458625788
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351458628716
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1351458630056
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351458636743
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1351458799695
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1351458800018
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351458845818
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351458846132
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351458846225
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1351458856473
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351458861964
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1351458886945
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351458894098
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351458896628
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1351458897399
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351458899886
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351458903847
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351458909234
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351458910636
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351458910848
started,bundle,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.ui",1351458914754
started,bundle,org.eclipse.jst.jsp.core,1.2.402.v201112071853,"org.eclipse.jst.jsp.core",1351458914804
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351458915896
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351458929140
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351458937441
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351458946389
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351458967205
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351459460960
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351459499762
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351459667778
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351459705352
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351459903749
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351459951803
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351460139388
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1351460210073
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351460215905
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351460704236
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351460735580
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351460759193
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351460781858
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1351460796937
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351460797117
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351460797956
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351460801204
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351460805954
