what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1351514135442
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1351514137383
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1351514138741
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1351514143186
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351514145402
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1351514148104
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351514148771
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1351514149060
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351514152160
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1351514158610
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1351514158909
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351514159626
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351514166463
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351514217468
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1351514233944
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351514234271
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1351514239142
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351514239520
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1351514240097
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351514240414
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1351514241359
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351514241692
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1351514282675
error,log,,,"Core exception while retrieving the content description",1351514286346
error,log,,,"Core exception while retrieving the content description",1351514286349
error,log,,,"Core exception while retrieving the content description",1351514286351
error,log,,,"Core exception while retrieving the content description",1351514286352
error,log,,,"Core exception while retrieving the content description",1351514286353
error,log,,,"Core exception while retrieving the content description",1351514286354
error,log,,,"Core exception while retrieving the content description",1351514287436
error,log,,,"Core exception while retrieving the content description",1351514287438
error,log,,,"Core exception while retrieving the content description",1351514287456
error,log,,,"Core exception while retrieving the content description",1351514287457
error,log,,,"Core exception while retrieving the content description",1351514287795
error,log,,,"Core exception while retrieving the content description",1351514287797
error,log,,,"Core exception while retrieving the content description",1351514287798
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1351514287821
