what,kind,bundleId,bundleVersion,description,time
error,log,,,"Core exception while retrieving the content description",1351534274430
error,log,,,"Core exception while retrieving the content description",1351534274435
error,log,,,"Core exception while retrieving the content description",1351534274439
error,log,,,"Core exception while retrieving the content description",1351534274440
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1351534274523
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1351534274596
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1351534274718
error,log,,,"Core exception while retrieving the content description",1351534274827
error,log,,,"Core exception while retrieving the content description",1351534274828
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1351534274868
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1351534276214
error,log,,,"Core exception while retrieving the content description",1351534276220
error,log,,,"Core exception while retrieving the content description",1351534276222
error,log,,,"Core exception while retrieving the content description",1351534276241
error,log,,,"Core exception while retrieving the content description",1351534276242
error,log,,,"Core exception while retrieving the content description",1351534276243
error,log,,,"Core exception while retrieving the content description",1351534276244
error,log,,,"Core exception while retrieving the content description",1351534276244
error,log,,,"Core exception while retrieving the content description",1351534276245
error,log,,,"Core exception while retrieving the content description",1351534276246
error,log,,,"Core exception while retrieving the content description",1351534276248
error,log,,,"Core exception while retrieving the content description",1351534276250
error,log,,,"Core exception while retrieving the content description",1351534276254
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1351534276319
started,bundle,com.google.gdt.eclipse.platform.shared,3.1.0.v201208080120-rel-r37,"com.google.gdt.eclipse.platform.shared",1351534276347
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1351534279219
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1351534281317
started,bundle,org.eclipse.wst.xsd.core,1.1.600.v201104070312,"org.eclipse.wst.xsd.core",1351534281378
started,bundle,org.eclipse.xsd,2.7.1.v20120130-0943,"org.eclipse.xsd",1351534281385
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1351534281468
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351534287798
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1351534337978
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351534351413
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1351534354024
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1351534357156
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1351534360568
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351534370665
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351534374146
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1351534380342
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351534381439
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351534383338
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1351534387332
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351534388211
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351534389522
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351534391533
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351534404744
executed,command,,,"com.google.gdt.eclipse.suite.launch.ui.webappLaunchShortcut.run",1351534408960
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1351534423122
